proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
RPA1	CDK4	0.726	0.214	0.192	0.5	0.239
RPA1	NBN	0.75	0.323	0.082	0.5	0.292
RPA1	CDK1	0.763	0.622	0.171	0.0	0.303
RPA1	BRCA2	0.807	0.292	0.044	0.5	0.499
RPA1	PARP1	0.825	0.323	0.27	0.5	0.377
RPA1	CDK2	0.825	0.441	0.203	0.5	0.309
RPA1	PRKDC	0.84	0.628	0.067	0.0	0.577
RPA1	CHEK1	0.857	0.0	0.08	0.5	0.714
RPA1	TP53BP1	0.873	0.658	0.112	0.0	0.614
RPA1	ATM	0.928	0.66	0.047	0.5	0.611
RPA1	XRCC6	0.934	0.7	0.198	0.0	0.748
RPA1	BRCA1	0.96	0.803	0.078	0.5	0.614
RPA1	ATR	0.983	0.925	0.049	0.5	0.594
RPA1	RAD9A	0.985	0.723	0.106	0.5	0.899
RPA1	RAD51	0.996	0.936	0.338	0.5	0.837
RPA1	TP53	0.999	0.982	0.117	0.4	0.932
H3-3B	MAPK8	0.408	0.052	0.088	0.0	0.37
H3-3B	USP7	0.413	0.071	0.054	0.0	0.385
H3-3B	PGR	0.421	0.042	0.053	0.0	0.413
H3-3B	CASP8	0.422	0.046	0.042	0.0	0.418
H3-3B	SMAD4	0.422	0.0	0.062	0.0	0.41
H3-3B	CDC25A	0.424	0.0	0.055	0.0	0.415
H3-3B	BCL2L11	0.432	0.0	0.0	0.0	0.432
H3-3B	UBE2I	0.442	0.095	0.081	0.0	0.382
H3-3B	TCHP	0.453	0.0	0.053	0.0	0.447
H3-3B	MCL1	0.458	0.05	0.081	0.0	0.428
H3-3B	BRCA2	0.462	0.0	0.0	0.0	0.462
H3-3B	CASP9	0.465	0.046	0.0	0.0	0.462
H3-3B	ABL1	0.476	0.095	0.07	0.0	0.427
H3-3B	BCL2L1	0.49	0.05	0.043	0.0	0.483
H3-3B	PRKDC	0.491	0.091	0.067	0.0	0.448
H3-3B	SP1	0.492	0.099	0.06	0.0	0.448
H3-3B	HMGB1	0.501	0.107	0.19	0.0	0.366
H3-3B	CDC25C	0.504	0.0	0.055	0.0	0.496
H3-3B	NPM1	0.523	0.089	0.134	0.0	0.444
H3-3B	ATR	0.534	0.067	0.058	0.0	0.512
H3-3B	GADD45A	0.541	0.0	0.057	0.0	0.534
H3-3B	MDM2	0.552	0.06	0.0	0.0	0.543
H3-3B	FOXO3	0.556	0.135	0.069	0.0	0.493
H3-3B	CDK4	0.599	0.071	0.084	0.0	0.566
H3-3B	HIF1A	0.602	0.0	0.088	0.0	0.582
H3-3B	XRCC6	0.61	0.105	0.092	0.0	0.559
H3-3B	PTEN	0.616	0.067	0.064	0.0	0.596
H3-3B	CDK2	0.635	0.071	0.098	0.0	0.6
H3-3B	CHEK2	0.665	0.159	0.053	0.0	0.613
H3-3B	CCNA2	0.666	0.0	0.131	0.0	0.631
H3-3B	CHEK1	0.675	0.071	0.057	0.0	0.659
H3-3B	HSPA4	0.706	0.069	0.074	0.0	0.686
H3-3B	E2F1	0.706	0.0	0.055	0.0	0.702
H3-3B	CDKN1A	0.71	0.226	0.082	0.0	0.624
H3-3B	CCNL2	0.711	0.0	0.0	0.0	0.711
H3-3B	CASP3	0.73	0.046	0.042	0.0	0.728
H3-3B	BRCA1	0.735	0.126	0.054	0.0	0.706
H3-3B	RELA	0.74	0.106	0.075	0.0	0.711
H3-3B	RB1	0.745	0.0	0.06	0.5	0.502
H3-3B	HSP90AA1	0.75	0.075	0.127	0.0	0.716
H3-3B	CREB1	0.756	0.0	0.097	0.0	0.741
H3-3B	RAD51	0.76	0.096	0.085	0.0	0.733
H3-3B	ATM	0.767	0.066	0.042	0.0	0.761
H3-3B	BCL2	0.801	0.05	0.078	0.5	0.599
H3-3B	CDK1	0.806	0.071	0.089	0.4	0.664
H3-3B	CCNB1	0.811	0.047	0.118	0.4	0.67
H3-3B	ESR1	0.816	0.124	0.0	0.5	0.614
H3-3B	CDKN2A	0.832	0.078	0.042	0.5	0.666
H3-3B	PARP1	0.838	0.574	0.067	0.0	0.626
H3-3B	AR	0.839	0.042	0.0	0.5	0.69
H3-3B	PML	0.844	0.339	0.042	0.5	0.567
H3-3B	TP53	0.865	0.0	0.047	0.0	0.864
H3-3B	JUN	0.873	0.0	0.083	0.5	0.746
H3-3B	RAD9A	0.876	0.061	0.067	0.0	0.87
H3-3B	H3-4	0.909	0.854	0.042	0.4	0.042
H3-3B	H2BC13	0.914	0.183	0.174	0.4	0.811
H3-3B	KAT5	0.915	0.213	0.0	0.0	0.897
H3-3B	H3C12	0.916	0.854	0.108	0.4	0.048
H3-3B	HDAC2	0.936	0.14	0.068	0.5	0.86
H3-3B	MYC	0.938	0.318	0.055	0.5	0.831
H3-3B	H2BC3	0.94	0.396	0.174	0.4	0.809
H3-3B	H2AX	0.959	0.546	0.128	0.4	0.849
H3-3B	EP300	0.962	0.521	0.049	0.5	0.856
H3-3B	TP53BP1	0.964	0.066	0.058	0.0	0.963
H3-3B	CREBBP	0.985	0.902	0.067	0.5	0.716
H3-3B	HDAC1	0.986	0.217	0.095	0.5	0.965
H3-3B	H2BC11	0.986	0.861	0.174	0.4	0.808
H3-3B	DNMT1	0.987	0.116	0.054	0.5	0.973
H3-3B	H2BC12	0.989	0.829	0.174	0.4	0.88
H3-3B	EZH2	0.99	0.522	0.058	0.5	0.962
H3-3B	BRD4	0.995	0.58	0.079	0.0	0.989
H3-3B	KAT2B	0.998	0.961	0.0	0.5	0.911
H3-3B	DAXX	0.999	0.991	0.067	0.5	0.947
H3-3B	H2BC21	0.999	0.876	0.188	0.4	0.998
CCNB1	CCNG1	0.407	0.0	0.081	0.0	0.38
CCNB1	AR	0.418	0.045	0.06	0.0	0.403
CCNB1	NPM1	0.434	0.0	0.246	0.0	0.28
CCNB1	TP73	0.442	0.3	0.0	0.0	0.235
CCNB1	FOXO3	0.442	0.091	0.0	0.0	0.411
CCNB1	PMAIP1	0.446	0.0	0.086	0.0	0.419
CCNB1	HSP90AA1	0.459	0.085	0.085	0.0	0.405
CCNB1	BCL2L11	0.459	0.0	0.0	0.0	0.459
CCNB1	PGR	0.466	0.045	0.06	0.0	0.453
CCNB1	HSPA4	0.468	0.0	0.191	0.0	0.369
CCNB1	TCHP	0.483	0.0	0.058	0.0	0.474
CCNB1	NBN	0.51	0.0	0.055	0.0	0.502
CCNB1	XRCC6	0.523	0.312	0.095	0.0	0.295
CCNB1	MCL1	0.558	0.0	0.0	0.0	0.558
CCNB1	JUN	0.561	0.131	0.0	0.0	0.516
CCNB1	ESR1	0.585	0.045	0.06	0.0	0.574
CCNB1	PTEN	0.585	0.108	0.107	0.0	0.521
CCNB1	HDAC1	0.586	0.314	0.091	0.0	0.389
CCNB1	H2BC3	0.593	0.052	0.043	0.4	0.341
CCNB1	EZH2	0.595	0.045	0.336	0.0	0.413
CCNB1	H2BC12	0.596	0.052	0.063	0.4	0.331
CCNB1	H2BC11	0.598	0.052	0.073	0.4	0.327
CCNB1	H2BC13	0.599	0.052	0.074	0.4	0.329
CCNB1	PRKDC	0.603	0.314	0.115	0.0	0.399
CCNB1	CASP8	0.604	0.0	0.066	0.0	0.593
CCNB1	DNMT1	0.608	0.296	0.198	0.0	0.361
CCNB1	SP1	0.627	0.496	0.08	0.0	0.259
CCNB1	BRCA2	0.63	0.316	0.165	0.0	0.404
CCNB1	BCL2L1	0.631	0.0	0.0	0.0	0.631
CCNB1	HIF1A	0.634	0.0	0.056	0.0	0.629
CCNB1	H2BC21	0.643	0.052	0.0	0.4	0.423
CCNB1	ATR	0.678	0.448	0.055	0.0	0.433
CCNB1	PARP1	0.729	0.0	0.186	0.0	0.681
CCNB1	RELA	0.735	0.314	0.057	0.0	0.624
CCNB1	MDM2	0.748	0.073	0.054	0.0	0.735
CCNB1	RAD51	0.759	0.189	0.51	0.0	0.443
CCNB1	TP53BP1	0.759	0.37	0.078	0.0	0.618
CCNB1	BCL2	0.768	0.0	0.0	0.0	0.768
CCNB1	RB1	0.768	0.51	0.075	0.0	0.529
CCNB1	CDKN2A	0.772	0.091	0.058	0.0	0.756
CCNB1	ATM	0.775	0.091	0.042	0.0	0.762
CCNB1	CASP3	0.798	0.0	0.15	0.0	0.772
CCNB1	CASP9	0.803	0.0	0.112	0.0	0.787
CCNB1	H3-4	0.81	0.047	0.111	0.4	0.672
CCNB1	H3C12	0.815	0.047	0.135	0.4	0.671
CCNB1	EP300	0.816	0.292	0.067	0.5	0.509
CCNB1	CHEK2	0.817	0.283	0.201	0.0	0.706
CCNB1	E2F1	0.834	0.0	0.235	0.0	0.792
CCNB1	MYC	0.872	0.292	0.085	0.0	0.818
CCNB1	CCNL2	0.909	0.0	0.0	0.0	0.909
CCNB1	TP53	0.914	0.053	0.095	0.0	0.908
CCNB1	BRCA1	0.916	0.51	0.315	0.0	0.77
CCNB1	CHEK1	0.935	0.069	0.449	0.0	0.885
CCNB1	CDK4	0.94	0.306	0.419	0.0	0.864
CCNB1	SFN	0.965	0.099	0.056	0.9	0.644
CCNB1	H2AX	0.974	0.051	0.21	0.4	0.949
CCNB1	CDKN1A	0.977	0.866	0.0	0.0	0.837
CCNB1	GADD45A	0.983	0.292	0.0	0.9	0.782
CCNB1	CDC25C	0.991	0.345	0.508	0.5	0.951
CCNB1	CDC25A	0.995	0.659	0.399	0.9	0.804
CCNB1	CCNA2	0.995	0.588	0.855	0.4	0.889
CCNB1	CDK2	0.999	0.99	0.442	0.4	0.992
CCNB1	CDK1	0.999	0.999	0.895	0.9	0.999
CDK4	HIPK2	0.411	0.062	0.0	0.0	0.397
CDK4	UBE3A	0.416	0.292	0.049	0.0	0.203
CDK4	PMAIP1	0.427	0.0	0.062	0.0	0.415
CDK4	EP300	0.434	0.0	0.067	0.0	0.418
CDK4	XRCC6	0.437	0.097	0.126	0.0	0.344
CDK4	BRD4	0.439	0.0	0.042	0.0	0.439
CDK4	GADD45A	0.447	0.0	0.0	0.0	0.447
CDK4	HDAC2	0.459	0.091	0.086	0.0	0.402
CDK4	HSPA4	0.49	0.1	0.069	0.0	0.44
CDK4	NPM1	0.497	0.071	0.175	0.0	0.396
CDK4	BCL2L11	0.507	0.0	0.0	0.0	0.507
CDK4	PRKDC	0.509	0.205	0.068	0.0	0.391
CDK4	SP1	0.543	0.328	0.066	0.0	0.329
CDK4	AR	0.551	0.045	0.0	0.0	0.549
CDK4	SMAD4	0.552	0.0	0.042	0.0	0.552
CDK4	TP53BP1	0.559	0.257	0.063	0.0	0.417
CDK4	H2BC13	0.568	0.045	0.057	0.5	0.153
CDK4	H2BC3	0.569	0.045	0.055	0.5	0.158
CDK4	H2BC12	0.571	0.045	0.06	0.5	0.157
CDK4	H2BC11	0.576	0.045	0.06	0.5	0.166
CDK4	PGR	0.578	0.045	0.0	0.0	0.577
CDK4	RELA	0.594	0.329	0.105	0.0	0.378
CDK4	MCL1	0.598	0.0	0.047	0.0	0.595
CDK4	CASP8	0.602	0.0	0.067	0.0	0.591
CDK4	HIF1A	0.62	0.192	0.086	0.0	0.527
CDK4	CCNG1	0.628	0.273	0.229	0.0	0.389
CDK4	H2BC21	0.634	0.045	0.055	0.5	0.285
CDK4	HDAC1	0.636	0.246	0.108	0.0	0.502
CDK4	EZH2	0.639	0.059	0.136	0.0	0.591
CDK4	CHEK2	0.644	0.447	0.084	0.0	0.308
CDK4	MDM4	0.645	0.191	0.0	0.0	0.58
CDK4	BCL2L1	0.656	0.0	0.047	0.0	0.653
CDK4	CASP9	0.661	0.0	0.104	0.0	0.637
CDK4	ATR	0.669	0.43	0.042	0.0	0.443
CDK4	CHEK1	0.688	0.242	0.16	0.0	0.549
CDK4	FOXO3	0.703	0.117	0.0	0.0	0.677
CDK4	ESR1	0.718	0.045	0.0	0.0	0.717
CDK4	ABL1	0.729	0.098	0.097	0.4	0.511
CDK4	DNMT1	0.738	0.066	0.168	0.0	0.69
CDK4	H2AX	0.742	0.071	0.159	0.5	0.418
CDK4	CASP3	0.75	0.0	0.107	0.0	0.732
CDK4	PARP1	0.756	0.0	0.194	0.0	0.709
CDK4	JUN	0.759	0.188	0.0	0.0	0.716
CDK4	H3-4	0.774	0.071	0.084	0.5	0.532
CDK4	H3C12	0.783	0.071	0.084	0.5	0.551
CDK4	BCL2	0.815	0.209	0.047	0.0	0.775
CDK4	CDC25C	0.83	0.304	0.128	0.0	0.743
CDK4	TCHP	0.841	0.0	0.047	0.0	0.84
CDK4	SFN	0.861	0.07	0.109	0.0	0.846
CDK4	PTEN	0.865	0.236	0.078	0.0	0.824
CDK4	MDM2	0.884	0.0	0.042	0.0	0.884
CDK4	RAD51	0.913	0.071	0.229	0.8	0.468
CDK4	ATM	0.937	0.054	0.0	0.8	0.696
CDK4	BRCA2	0.943	0.046	0.059	0.8	0.72
CDK4	E2F1	0.958	0.091	0.11	0.5	0.908
CDK4	MYC	0.966	0.642	0.1	0.0	0.904
CDK4	TP53	0.966	0.554	0.117	0.0	0.922
CDK4	BRCA1	0.972	0.625	0.127	0.8	0.633
CDK4	CDC25A	0.979	0.304	0.142	0.9	0.696
CDK4	CDK2	0.998	0.0	0.138	0.9	0.983
CDK4	HSP90AA1	0.998	0.861	0.1	0.0	0.989
CDK4	CCNL2	0.999	0.0	0.0	0.0	0.999
CDK4	RB1	0.999	0.994	0.077	0.9	0.984
CDK4	CDKN2A	0.999	0.994	0.058	0.9	0.999
CDK4	CCNA2	0.999	0.995	0.348	0.0	0.995
CDK4	CDKN1A	0.999	0.999	0.103	0.9	0.998
MDM2	MAPK8	0.41	0.0	0.07	0.0	0.392
MDM2	H2BC11	0.427	0.237	0.0	0.0	0.28
MDM2	RAD51	0.431	0.0	0.062	0.0	0.419
MDM2	BRD4	0.443	0.0	0.06	0.0	0.432
MDM2	ATR	0.461	0.0	0.067	0.0	0.447
MDM2	HTT	0.466	0.074	0.103	0.0	0.408
MDM2	SMAD4	0.487	0.051	0.049	0.0	0.478
MDM2	CDC25A	0.487	0.0	0.055	0.0	0.48
MDM2	H3C12	0.533	0.06	0.043	0.0	0.522
MDM2	PRKDC	0.537	0.0	0.049	0.0	0.534
MDM2	H2BC21	0.545	0.292	0.0	0.0	0.384
MDM2	HDAC2	0.563	0.299	0.079	0.0	0.377
MDM2	BCL2L11	0.58	0.0	0.044	0.0	0.578
MDM2	PGR	0.596	0.0	0.0	0.0	0.596
MDM2	PPP1R13L	0.623	0.0	0.0	0.0	0.623
MDM2	CDC25C	0.639	0.292	0.055	0.0	0.505
MDM2	CREB1	0.643	0.0	0.092	0.0	0.623
MDM2	DNMT1	0.66	0.0	0.049	0.0	0.658
MDM2	PARP1	0.667	0.0	0.065	0.0	0.659
MDM2	BBC3	0.674	0.0	0.047	0.0	0.672
MDM2	H2AX	0.676	0.0	0.0	0.0	0.676
MDM2	TP53BP1	0.681	0.0	0.0	0.0	0.681
MDM2	CHEK1	0.699	0.0	0.06	0.0	0.693
MDM2	BRCA2	0.702	0.0	0.058	0.0	0.696
MDM2	XRCC6	0.715	0.541	0.0	0.0	0.405
MDM2	UBE3A	0.717	0.292	0.127	0.0	0.579
MDM2	PMAIP1	0.719	0.0	0.042	0.0	0.719
MDM2	RELA	0.746	0.334	0.053	0.0	0.63
MDM2	MCL1	0.75	0.0	0.063	0.0	0.744
MDM2	CASP8	0.75	0.057	0.093	0.0	0.731
MDM2	NBN	0.774	0.516	0.049	0.0	0.548
MDM2	H3-4	0.776	0.306	0.0	0.0	0.691
MDM2	BRCA1	0.794	0.0	0.0	0.0	0.794
MDM2	BCL2L1	0.794	0.095	0.056	0.0	0.779
MDM2	SP1	0.799	0.301	0.044	0.0	0.724
MDM2	CCNL2	0.8	0.0	0.06	0.0	0.796
MDM2	JUN	0.803	0.162	0.055	0.0	0.771
MDM2	MYC	0.813	0.221	0.0	0.0	0.77
MDM2	CDK1	0.829	0.0	0.0	0.4	0.728
MDM2	CCNA2	0.837	0.0	0.056	0.4	0.735
MDM2	CDK2	0.849	0.0	0.0	0.4	0.759
MDM2	GADD45A	0.85	0.292	0.042	0.0	0.797
MDM2	UBE2I	0.86	0.301	0.0	0.4	0.694
MDM2	FOXO4	0.868	0.633	0.0	0.4	0.449
MDM2	CASP9	0.869	0.067	0.059	0.0	0.863
MDM2	KAT2B	0.871	0.785	0.0	0.0	0.427
MDM2	HSPA4	0.873	0.469	0.049	0.0	0.769
MDM2	HIPK2	0.876	0.627	0.0	0.0	0.681
MDM2	ABL1	0.896	0.628	0.0	0.0	0.732
MDM2	PTEN	0.902	0.045	0.069	0.4	0.838
MDM2	CREBBP	0.909	0.625	0.122	0.0	0.746
MDM2	HSP90AA1	0.909	0.539	0.049	0.0	0.81
MDM2	CCNG1	0.915	0.355	0.104	0.5	0.74
MDM2	KAT5	0.915	0.735	0.0	0.0	0.696
MDM2	RCHY1	0.923	0.601	0.0	0.0	0.815
MDM2	PML	0.934	0.837	0.049	0.4	0.375
MDM2	EZH2	0.945	0.536	0.055	0.0	0.884
MDM2	ESR1	0.946	0.785	0.042	0.0	0.762
MDM2	BCL2	0.953	0.0	0.056	0.0	0.953
MDM2	HDAC1	0.963	0.737	0.061	0.0	0.863
MDM2	CASP3	0.966	0.832	0.066	0.0	0.803
MDM2	NPM1	0.974	0.785	0.074	0.0	0.88
MDM2	CDKN1A	0.98	0.848	0.072	0.0	0.873
MDM2	CHEK2	0.983	0.625	0.049	0.75	0.837
MDM2	HIF1A	0.988	0.839	0.06	0.0	0.929
MDM2	SFN	0.989	0.948	0.0	0.0	0.799
MDM2	E2F1	0.992	0.625	0.0	0.0	0.98
MDM2	FOXO3	0.995	0.742	0.049	0.0	0.982
MDM2	ATM	0.995	0.621	0.092	0.75	0.955
MDM2	DAXX	0.995	0.842	0.047	0.5	0.953
MDM2	TCHP	0.997	0.0	0.0	0.0	0.997
MDM2	AR	0.998	0.92	0.0	0.0	0.979
MDM2	TP73	0.998	0.989	0.049	0.0	0.868
MDM2	RB1	0.999	0.889	0.042	0.9	0.925
MDM2	USP7	0.999	0.925	0.06	0.5	0.995
MDM2	CDKN2A	0.999	0.992	0.068	0.9	0.999
MDM2	MDM4	0.999	0.999	0.098	0.9	0.986
MDM2	EP300	0.999	0.82	0.152	0.0	0.994
MDM2	TP53	0.999	0.999	0.116	0.9	0.999
CREBBP	CDC25A	0.404	0.292	0.0	0.0	0.193
CREBBP	HSP90AA1	0.415	0.0	0.066	0.0	0.398
CREBBP	DNMT1	0.482	0.0	0.062	0.0	0.47
CREBBP	ATM	0.497	0.0	0.06	0.0	0.487
CREBBP	CDK1	0.533	0.0	0.078	0.0	0.514
CREBBP	CASP8	0.544	0.0	0.074	0.0	0.527
CREBBP	RB1	0.545	0.093	0.055	0.0	0.512
CREBBP	TP53BP1	0.545	0.439	0.067	0.0	0.201
CREBBP	PTEN	0.552	0.088	0.075	0.0	0.511
CREBBP	H2BC13	0.563	0.0	0.055	0.5	0.15
CREBBP	TCHP	0.564	0.0	0.047	0.0	0.561
CREBBP	H2BC11	0.572	0.0	0.055	0.5	0.167
CREBBP	ABL1	0.578	0.047	0.304	0.0	0.415
CREBBP	H2BC12	0.58	0.0	0.062	0.5	0.177
CREBBP	H2AX	0.601	0.071	0.048	0.5	0.205
CREBBP	XRCC6	0.618	0.51	0.067	0.0	0.231
CREBBP	HMGB1	0.635	0.293	0.085	0.0	0.481
CREBBP	BCL2L11	0.643	0.0	0.067	0.5	0.297
CREBBP	TP73	0.65	0.532	0.0	0.0	0.283
CREBBP	MAPK8	0.694	0.0	0.074	0.0	0.684
CREBBP	BRD4	0.71	0.311	0.194	0.0	0.519
CREBBP	PARP1	0.738	0.623	0.065	0.0	0.315
CREBBP	BCL2	0.739	0.0	0.049	0.0	0.737
CREBBP	CDKN2A	0.751	0.0	0.0	0.5	0.524
CREBBP	USP7	0.751	0.292	0.139	0.0	0.54
CREBBP	CCNA2	0.764	0.683	0.058	0.0	0.275
CREBBP	H2BC21	0.776	0.292	0.073	0.5	0.4
CREBBP	H2BC3	0.778	0.51	0.055	0.5	0.158
CREBBP	HIPK2	0.805	0.311	0.122	0.0	0.703
CREBBP	KAT5	0.817	0.292	0.106	0.0	0.734
CREBBP	EZH2	0.818	0.091	0.067	0.5	0.622
CREBBP	PML	0.829	0.783	0.06	0.0	0.23
CREBBP	DAXX	0.842	0.634	0.055	0.0	0.579
CREBBP	E2F1	0.882	0.481	0.0	0.5	0.584
CREBBP	CDKN1A	0.904	0.783	0.0	0.0	0.577
CREBBP	UBE2I	0.908	0.708	0.07	0.4	0.501
CREBBP	SMAD4	0.917	0.316	0.191	0.0	0.862
CREBBP	CDK2	0.918	0.822	0.089	0.0	0.539
CREBBP	HDAC2	0.934	0.537	0.057	0.5	0.735
CREBBP	MYC	0.945	0.583	0.086	0.5	0.746
CREBBP	AR	0.96	0.794	0.042	0.0	0.815
CREBBP	HDAC1	0.96	0.537	0.099	0.5	0.833
CREBBP	BRCA1	0.968	0.833	0.061	0.0	0.814
CREBBP	FOXO4	0.984	0.68	0.072	0.9	0.534
CREBBP	H3C12	0.984	0.902	0.049	0.5	0.713
CREBBP	H3-4	0.986	0.949	0.0	0.0	0.73
CREBBP	SP1	0.992	0.749	0.172	0.8	0.845
CREBBP	ESR1	0.993	0.844	0.062	0.5	0.921
CREBBP	JUN	0.994	0.839	0.049	0.0	0.969
CREBBP	FOXO3	0.995	0.971	0.161	0.5	0.627
CREBBP	HTT	0.997	0.832	0.123	0.0	0.982
CREBBP	KAT2B	0.999	0.793	0.049	0.9	0.992
CREBBP	HIF1A	0.999	0.991	0.061	0.9	0.99
CREBBP	CREB1	0.999	0.996	0.155	0.9	0.997
CREBBP	RELA	0.999	0.991	0.102	0.5	0.958
CREBBP	TP53	0.999	0.998	0.0	0.9	0.996
CREBBP	EP300	0.999	0.782	0.839	0.9	0.983
EP300	CHEK2	0.4	0.0	0.0	0.0	0.4
EP300	BCL2L1	0.411	0.0	0.049	0.0	0.407
EP300	TP53BP2	0.413	0.292	0.06	0.0	0.189
EP300	CASP3	0.426	0.0	0.062	0.0	0.413
EP300	TP53BP1	0.454	0.188	0.053	0.0	0.348
EP300	HMGB1	0.456	0.322	0.062	0.0	0.213
EP300	TCHP	0.492	0.0	0.0	0.0	0.492
EP300	ATR	0.522	0.329	0.049	0.0	0.31
EP300	RAD51	0.533	0.0	0.08	0.0	0.513
EP300	MDM4	0.562	0.292	0.121	0.0	0.353
EP300	PPP1R13L	0.568	0.51	0.047	0.0	0.151
EP300	CASP8	0.589	0.0	0.067	0.0	0.578
EP300	PTEN	0.596	0.071	0.062	0.0	0.574
EP300	PRKDC	0.598	0.371	0.075	0.0	0.364
EP300	XRCC6	0.61	0.375	0.049	0.0	0.397
EP300	H2BC13	0.611	0.0	0.055	0.5	0.244
EP300	USP7	0.623	0.292	0.182	0.0	0.402
EP300	DNMT1	0.625	0.074	0.06	0.0	0.603
EP300	UBE3A	0.631	0.0	0.108	0.0	0.604
EP300	HTT	0.643	0.0	0.169	0.0	0.587
EP300	ABL1	0.673	0.23	0.304	0.0	0.438
EP300	MCL1	0.675	0.51	0.098	0.0	0.324
EP300	BCL2L11	0.68	0.0	0.067	0.5	0.37
EP300	MAPK8	0.7	0.292	0.082	0.0	0.576
EP300	H2AX	0.713	0.136	0.06	0.5	0.377
EP300	CDK1	0.726	0.321	0.067	0.0	0.602
EP300	GADD45A	0.765	0.0	0.0	0.5	0.551
EP300	PGR	0.776	0.325	0.0	0.5	0.389
EP300	NPM1	0.788	0.539	0.044	0.0	0.558
EP300	RB1	0.808	0.681	0.049	0.0	0.418
EP300	HSP90AA1	0.809	0.292	0.066	0.5	0.49
EP300	UBE2I	0.809	0.51	0.059	0.4	0.393
EP300	CCNA2	0.812	0.696	0.059	0.0	0.397
EP300	PML	0.852	0.0	0.06	0.8	0.276
EP300	CDKN2A	0.859	0.133	0.042	0.5	0.702
EP300	CDC25A	0.864	0.292	0.049	0.75	0.291
EP300	BCL2	0.869	0.0	0.049	0.5	0.747
EP300	PARP1	0.881	0.786	0.076	0.0	0.447
EP300	HIPK2	0.886	0.523	0.14	0.4	0.592
EP300	ATM	0.904	0.0	0.074	0.0	0.9
EP300	CDKN1A	0.92	0.719	0.0	0.0	0.728
EP300	CDK2	0.925	0.795	0.069	0.0	0.64
EP300	TP73	0.927	0.845	0.0	0.0	0.553
EP300	H2BC3	0.933	0.837	0.055	0.5	0.244
EP300	HDAC2	0.944	0.21	0.049	0.5	0.87
EP300	AR	0.952	0.843	0.043	0.0	0.71
EP300	H2BC12	0.959	0.9	0.055	0.5	0.248
EP300	H2BC21	0.96	0.735	0.068	0.5	0.719
EP300	EZH2	0.963	0.593	0.069	0.5	0.828
EP300	KAT5	0.966	0.51	0.144	0.4	0.882
EP300	H3-4	0.966	0.79	0.0	0.0	0.845
EP300	H2BC11	0.968	0.9	0.055	0.5	0.414
EP300	E2F1	0.973	0.737	0.0	0.5	0.815
EP300	FOXO4	0.983	0.183	0.074	0.9	0.806
EP300	H3C12	0.984	0.804	0.044	0.5	0.856
EP300	BRCA1	0.986	0.82	0.068	0.0	0.928
EP300	BRD4	0.988	0.787	0.326	0.0	0.927
EP300	FOXO3	0.991	0.666	0.143	0.7	0.909
EP300	SMAD4	0.994	0.826	0.204	0.5	0.924
EP300	ESR1	0.997	0.926	0.0	0.5	0.943
EP300	RELA	0.999	0.95	0.103	0.5	0.994
EP300	TP53	0.999	0.999	0.049	0.9	0.998
EP300	JUN	0.999	0.885	0.044	0.5	0.991
EP300	HIF1A	0.999	0.999	0.082	0.9	0.996
EP300	HDAC1	0.999	0.806	0.049	0.5	0.995
EP300	CREB1	0.999	0.875	0.149	0.9	0.997
EP300	MYC	0.999	0.783	0.086	0.5	0.994
EP300	KAT2B	0.999	0.841	0.049	0.9	0.998
EP300	SP1	0.999	0.926	0.204	0.8	0.969
BRD4	CASP3	0.402	0.0	0.042	0.0	0.401
BRD4	UBE2I	0.405	0.311	0.049	0.0	0.165
BRD4	UBE3A	0.407	0.292	0.056	0.0	0.185
BRD4	HIF1A	0.409	0.0	0.066	0.0	0.393
BRD4	CHEK2	0.412	0.208	0.056	0.0	0.277
BRD4	MDM4	0.421	0.0	0.072	0.0	0.402
BRD4	MCL1	0.422	0.0	0.049	0.0	0.418
BRD4	CDKN2A	0.43	0.0	0.042	0.0	0.43
BRD4	TCHP	0.434	0.0	0.069	0.0	0.417
BRD4	BCL2L1	0.443	0.0	0.081	0.0	0.419
BRD4	ATR	0.449	0.315	0.055	0.0	0.217
BRD4	CCNA2	0.457	0.292	0.0	0.0	0.265
BRD4	HSPA4	0.462	0.292	0.047	0.0	0.267
BRD4	ABL1	0.466	0.0	0.072	0.0	0.448
BRD4	CHEK1	0.469	0.189	0.0	0.0	0.372
BRD4	H2BC11	0.48	0.334	0.042	0.0	0.25
BRD4	BRCA1	0.492	0.166	0.0	0.0	0.416
BRD4	ESR1	0.5	0.045	0.0	0.0	0.498
BRD4	NPM1	0.526	0.292	0.057	0.0	0.348
BRD4	PTEN	0.536	0.162	0.085	0.0	0.444
BRD4	ATM	0.54	0.292	0.042	0.0	0.377
BRD4	CDK2	0.549	0.292	0.063	0.0	0.376
BRD4	H2BC21	0.561	0.238	0.0	0.0	0.448
BRD4	JUN	0.584	0.359	0.044	0.0	0.375
BRD4	XRCC6	0.598	0.51	0.063	0.0	0.195
BRD4	CREB1	0.601	0.0	0.083	0.0	0.582
BRD4	RB1	0.614	0.462	0.042	0.0	0.312
BRD4	PRKDC	0.632	0.523	0.06	0.0	0.245
BRD4	H2BC3	0.638	0.539	0.0	0.0	0.247
BRD4	H2BC12	0.639	0.539	0.0	0.0	0.25
BRD4	DAXX	0.658	0.066	0.102	0.0	0.625
